This list contains all games supported by FB Alpha.

2342 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| ddungeon	| D NW	| "ddungeon"						| 		| 1992	| Miscellaneous	| 		| Game Room				|
| dkong3j	|  	| Donkey Kong 3 (Japan)					| dkong3	| 1983	| Nintendo	| Miscellaneous	| No sound				|
| dkong3	|  	| Donkey Kong 3 (US)					| 		| 1983	| Nintendo of Am| Miscellaneous	| No sound				|
| dkongf	|  	| Donkey Kong Foundry (hack)				| dkong		| 2004	| hack		| Miscellaneous	| 					|
| dkongx11	|  	| Donkey Kong II - Jumpman Returns (V1.1) (hack)	| dkong		| 2006	| hack		| Miscellaneous	| 					|
| dkongx	|  	| Donkey Kong II - Jumpman Returns (V1.2) (hack)	| dkong		| 2006	| hack		| Miscellaneous	| 					|
| dkongjrb	|  	| Donkey Kong Jr. (bootleg)				| dkongjr	| 1982	| bootleg	| Miscellaneous	| 					|
| dkongjrj	|  	| Donkey Kong Jr. (Japan)				| dkongjr	| 1982	| Nintendo	| Miscellaneous	| 					|
| dkongjrm	|  	| Donkey Kong Jr. (Moon Cresta hardware)		| dkongjr	| 1982	| bootleg	| Galaxian	| Bad Colours				|
| dkongjre	| D NW	| Donkey Kong Junior (Easy)				| dkongjr	| 1982	| Nintendo of Am| Miscellaneous	| 					|
| dkongjnrj	|  	| Donkey Kong Junior (Japan?)				| dkongjr	| 1982	| Nintendo	| Miscellaneous	| 					|
| dkongjr	|  	| Donkey Kong Junior (US)				| 		| 1982	| Nintendo of Am| Miscellaneous	| 					|
| donpachihk	|  	| DonPachi (Hong Kong, ver. 1.10, 95/05/17)		| donpachi	| 1995	| Atlus / Cave	| Cave		| 					|
| donpachij	|  	| DonPachi (Japan, ver. 1.01, 95/05/11)			| donpachi	| 1995	| Atlus / Cave	| Cave		| 					|
| donpachikr	|  	| DonPachi (Korea, ver. 1.12, 95/05/2x)			| donpachi	| 1995	| Atlus / Cave	| Cave		| 					|
| donpachi	|  	| DonPachi (USA, ver. 1.12, 95/05/2x)			| 		| 1995	| Atlus / Cave	| Cave		| 					|
| dorodon	|  	| Dorodon (set 1)					| 		| 1982	| Falcon	| Miscellaneous	| 					|
| dorodon2	|  	| Dorodon (set 2)					| dorodon	| 1982	| Falcon	| Miscellaneous	| 					|
| dotrikun	|  	| Dottori Kun (new version)				| 		| 1990	| Sega		| Test Hardware	| 					|
| dotrikun2	|  	| Dottori Kun (old version)				| dotrikun	| 1990	| Sega		| Test Hardware	| 					|
| dblaxleu	|  	| Double Axle (US earlier)				| dblaxle	| 1991	| Taito America | Taito-Z	| 					|
| dblaxle	|  	| Double Axle (US)					| 		| 1991	| Taito America | Taito-Z	| 					|
| ddragonb	|  	| Double Dragon (bootleg with HD6309)			| ddragon	| 1987	| bootleg	| Miscellaneous	| 					|
| ddragonba	|  	| Double Dragon (bootleg with M6803)			| ddragon	| 1987	| bootleg	| Miscellaneous	| 					|
| ddragonb2	|  	| Double Dragon (bootleg)				| ddragon	| 1987	| bootleg	| Miscellaneous	| 					|
| ddragon	|  	| Double Dragon (Japan)					| 		| 1987	| Technos	| Miscellaneous	| 					|
| ddragonu	|  	| Double Dragon (US set 1)				| ddragon	| 1987	| [Technos] (Tai| Miscellaneous	| 					|
| ddragonua	|  	| Double Dragon (US set 2)				| ddragon	| 1987	| [Technos] (Tai| Miscellaneous	| 					|
| ddragonub	|  	| Double Dragon (US set 3)				| ddragon	| 1987	| [Technos] (Tai| Miscellaneous	| 					|
| ddragonw	|  	| Double Dragon (World set 1)				| ddragon	| 1987	| [Technos] (Tai| Miscellaneous	| 					|
| ddragonw1	|  	| Double Dragon (World set 2)				| ddragon	| 1987	| [Technos] (Tai| Miscellaneous	| 					|
| ddragon3b	|  	| Double Dragon 3 - The Rosetta Stone (bootleg)		| ddragon3	| 1990	| bootleg	| Miscellaneous	| 					|
| ddragon3j	|  	| Double Dragon 3 - The Rosetta Stone (Japan)		| ddragon3	| 1990	| Technos	| Miscellaneous	| 					|
| ddragon3p	|  	| Double Dragon 3 - The Rosetta Stone (prototype)	| ddragon3	| 1990	| Technos	| Miscellaneous	| 					|
| ddragon3	|  	| Double Dragon 3 - The Rosetta Stone (US)		| 		| 1990	| Technos	| Miscellaneous	| 					|
| ddragon2u	|  	| Double Dragon II - The Revenge (US)			| ddragon2	| 1988	| Technos	| Miscellaneous	| 					|
| ddragon2	|  	| Double Dragon II - The Revenge (World)		| 		| 1988	| Technos	| Miscellaneous	| 					|
| dblpoint	|  	| Double Point						| 		| 1995	| Min Corp.	| Miscellaneous	| 					|
| dblpointd	|  	| Double Point (Dong Bang Electron, bootleg?)		| dblpoint	| 1995	| Dong Bang Elec| Miscellaneous	| 					|
| downtownj	|  	| DownTown / Mokugeki (Joystick Hack)			| downtown	| 1989	| Seta		| Seta		| No sound, imperfect inputs		|
| downtownp	| D NW	| DownTown / Mokugeki (prototype)			| downtown	| 1989	| Seta		| Seta		| No sound, imperfect inputs		|
| downtown	|   NW	| DownTown / Mokugeki (Set 1)				| 		| 1989	| Seta		| Seta		| No sound, imperfect inputs		|
| downtown2	| D NW	| DownTown / Mokugeki (Set 2)				| downtown	| 1989	| Seta		| Seta		| No sound, imperfect inputs		|
| drtomy	|  	| Dr. Tomy						| 		| 1993	| Playmark	| Miscellaneous	| 					|
| drtoppelu	|  	| Dr. Toppel's Adventure (US)				| drtoppel	| 1987	| Taito America | Miscellaneous	| 					|
| drtoppel	|  	| Dr. Toppel's Adventure (World)			| 		| 1987	| Taito Corporat| Miscellaneous	| 					|
| drtoppelj	|  	| Dr. Toppel's Tankentai (Japan)			| drtoppel	| 1987	| Taito Corporat| Miscellaneous	| 					|
| dragnblz	|  	| Dragon Blaze						| 		| 2000	| Psikyo	| PS5V2		| 					|
| drgnbowl	|  	| Dragon Bowl						| 		| 1992	| Nics		| Miscellaneous	| 					|
| dbreedm72	|  	| Dragon Breed (M72 PCB version)			| dbreed	| 1989	| Irem		| M72		| 					|
| dbreed	|  	| Dragon Breed (M81 PCB version)			| 		| 1989	| Irem		| M81		| 					|
| drgnbstr	|  	| Dragon Buster						| 		| 1984	| Namco		| Miscellaneous	| Missing sounds			|
| drgnunit	|  	| Dragon Unit / Castle of Dragon			| 		| 1989	| Seta		| Seta		| 					|
| dw2001	|  	| Dragon World 2001 (V100, Japan)			| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| drgw3100	| D NW	| Dragon World 3 (ver. 100)				| drgw3		| 1998	| IGS		| PolyGameMaster| 					|
| drgw3105	| D NW	| Dragon World 3 (ver. 105)				| drgw3		| 1998	| IGS		| PolyGameMaster| 					|
| dw2v100x	|  	| Dragon World II (V100X, World)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| drgw2		|  	| Dragon World II (V110X, World)			| 		| 1997	| IGS		| PolyGameMaster| 					|
| dwpc		|  	| Dragon World Pretty Chance (V101, Japan)		| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| drgninjab	|  	| Dragonninja (bootleg set 1)				| baddudes	| 1988	| bootleg	| DEC0		| 					|
| drgninjab2	|  	| Dragonninja (bootleg set 2)				| baddudes	| 1988	| bootleg	| DEC0		| 					|
| drgninja	|  	| Dragonninja (Japan)					| baddudes	| 1988	| Data East Corp| DEC0		| 					|
| drakton	|  	| Drakton (DK conversion)				| 		| 1984	| Epos Corporati| Miscellaneous	| No sound				|
| drktnjr	|  	| Drakton (DKJr conversion)				| drakton	| 1984	| Epos Corporati| Miscellaneous	| No sound				|
| dland		|  	| Dream Land / Super Dream Land (bootleg of Bubble Bobbl| bublbobl	| 1987	| bootleg	| Taito Misc	| 					|
| dremshpr	|  	| Dream Shopper						| 		| 1982	| Sanritsu	| Pac-man	| 					|
| dsoccr94j	|  	| Dream Soccer '94 (Japan)				| dsoccr94	| 1994	| Irem		| M92		| Imperfect sound and graphics		|
| driftout	|  	| Drift Out (Europe)					| 		| 1991	| Visco (Europe)| Taito-F2	| 					|
| driftoutj	|  	| Drift Out (Japan)					| driftout	| 1991	| Visco (Japan)	| Taito-F2	| 					|
| driveout	|  	| Drive Out						| driftout	| 1991	| bootleg	| Taito-F2	| 					|
| drivfrcb	|  	| Driving Force (Galaxian conversion bootleg)		| drivfrcp	| 1985	| bootleg (Elsys| Galaxian	| 					|
| drivfrcg	|  	| Driving Force (Galaxian conversion)			| drivfrcp	| 1984	| Shinkai Inc. (| Galaxian	| 					|
| drivfrcp	|  	| Driving Force (Pac-Man conversion)			| 		| 1984	| Shinkai Inc. (| Pac-man	| 					|
| dumpmtmt	|  	| Dump Matsumoto (Japan, 8751 317-unknown)		| bodyslam	| 1986	| Sega		| System 16A	| 					|
| dunkshot	|  	| Dunk Shot (FD1089 317-0022)				| 		| 1986	| Sega		| System 16B	| 					|
| dynablst	|  	| Dynablaster / Bomber Man				| 		| 1991	| Irem (licensed| M90		| 					|
| dynduke	|  	| Dynamite Duke (Europe set 1)				| 		| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukea	|  	| Dynamite Duke (Europe set 2)				| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukej	|  	| Dynamite Duke (Japan)					| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dyndukeu	|  	| Dynamite Duke (US)					| dynduke	| 1989	| Seibu Kaihatsu| Miscellaneous	| 					|
| dduxbl	|  	| Dynamite Dux (bootleg)				| ddux		| 1989	| bootleg	| System 16B	| 					|
| ddux1		|  	| Dynamite Dux (set 1, 8751 317-0095)			| ddux		| 1989	| Sega		| System 16B	| 					|
| ddux		|  	| Dynamite Dux (set 2, FD1094 317-0096)			| 		| 1989	| Sega		| System 16B	| 					|
| eswatbl	|  	| E-Swat - Cyber Police (bootleg)			| eswat		| 1989	| bootleg	| System 16B	| 					|
| eswatj	|  	| E-Swat - Cyber Police (set 1, Japan, FD1094 317-0128)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswatu	|  	| E-Swat - Cyber Police (set 2, US, FD1094 317-0129)	| eswat		| 1989	| Sega		| System 16B	| 					|
| eswat		|  	| E-Swat - Cyber Police (set 3, World, FD1094 317-0130)	| 		| 1989	| Sega		| System 16B	| 					|
| eagle		|  	| Eagle (set 1)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| eagle2	|  	| Eagle (set 2)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| eagle3	|  	| Eagle (set 3)						| mooncrst	| 1980	| Centuri	| Galaxian	| 					|
| egghunt	|  	| Egg Hunt						| 		| 1995	| Invi Image	| Miscellaneous	| 					|
| eggor		|  	| Eggor							| 		| 1982	| Telko		| Pac-man	| 					|
| eggs		|  	| Eggs							| scregg	| 1983	| [Technos] Univ| Miscellaneous	| 					|
| 8bpm		|  	| Eight Ball Action (Pac-Man conversion)		| 8ballact	| 1985	| Seatongrove Lt| Pac-man	| 					|
| eightfrc	|  	| Eight Forces						| 		| 1994	| Tecmo		| Seta		| 					|
| endurobl	|  	| Enduro Racer (bootleg set 1)				| enduror	| 1986	| bootleg	| Hang-On	| 					|
| enduror	|  	| Enduro Racer (YM2151, FD1089B 317-0013A)		| 		| 1986	| Sega		| Hang-On	| 					|
| enduror1	|  	| Enduro Racer (YM2203, FD1089B 317-0013A)		| enduror	| 1986	| Sega		| Hang-On	| 					|
| enforcej	|  	| Enforce (Japan)					| enforce	| 1988	| Taito Corporat| Taito-Z	| 					|
| enforce	|  	| Enforce (World)					| 		| 1988	| Taito Corporat| Taito-Z	| 					|
| esckids	|  	| Escape Kids (Asia, 4 Players)				| 		| 1991	| Konami	| GX975		| 					|
| esckidsj	|  	| Escape Kids (Japan, 2 Players)			| esckids	| 1991	| Konami	| GX975		| 					|
| espradejo	|  	| ESP Ra.De. (Japan, ver. 98/04/14)			| esprade	| 1998	| Atlus / Cave	| Cave		| 					|
| espradej	|  	| ESP Ra.De. (Japan, ver. 98/04/21)			| esprade	| 1998	| Atlus / Cave	| Cave		| 					|
| esprade	|  	| ESP Ra.De. - A.D.2018 Tokyo (International, ver. 98/04| 		| 1998	| Atlus / Cave	| Cave		| 					|
| espgal	|  	| Espgaluda (V100, Japan)				| 		| 2003	| CAVE / AMI	| PolyGameMaster| 					|
| euroch92	|  	| Euro Champ '92 (World)				| footchmp	| 1992	| Taito Corporat| Taito-F2	| 					|
| wc90b1	|  	| Euro League (Italian hack of Tecmo World Cup '90)	| wc90		| 1989	| bootleg	| Miscellaneous	| 					|
| exctleag	|  	| Excite League (FD1094 317-0079)			| 		| 1989	| Sega		| System 16B	| 					|
| exedexes	|  	| Exed Exes						| 		| 1985	| Capcom	| Miscellaneous	| 					|
| exerizerb	|  	| Exerizer (Japan) (bootleg)				| skyfox	| 1987	| Jaleco	| Miscellaneous	| 					|
| exodus	|  	| Exodus (bootleg?)					| redufo	| 19??	| Subelectro	| Galaxian	| 					|
| explorer	|  	| Explorer						| scramble	| 1981	| bootleg	| Galaxian	| 					|
| explbrkr	|  	| Explosive Breaker					| 		| 1992	| Kaneko	| Kaneko16	| 					|
| extrmatnj	|  	| Extermination (Japan)					| extrmatn	| 1987	| Taito Corporat| Miscellaneous	| 					|
| extrmatnu	|  	| Extermination (US)					| extrmatn	| 1987	| [Taito] World | Miscellaneous	| 					|
| extrmatn	|  	| Extermination (World)					| 		| 1987	| Taito Corporat| Miscellaneous	| 					|
| extdwnhl	|  	| Extreme Downhill (v1.5)				| 		| 1995	| Sammy Industri| Seta		| 					|
| eyesb		|  	| Eyes (bootleg set 1)					| eyes		| 1982	| bootleg	| Pac-man	| 					|
| eyeszacb	|  	| Eyes (bootleg set 2, decrypted)			| eyes		| 1982	| bootleg	| Pac-man	| 					|
| eyes		|  	| Eyes (Digitrex Techstar)				| 		| 1982	| Digitrex Techs| Pac-man	| 					|
| eyes2		|  	| Eyes (Techstar)					| eyes		| 1982	| Techstar (Rock| Pac-man	| 					|
| f1dream	|  	| F-1 Dream						| 		| 1988	| Capcom (Romsta| Miscellaneous	| 					|
| f1dreamb	|  	| F-1 Dream (bootleg)					| f1dream	| 1988	| bootleg	| Miscellaneous	| 					|
| f1gp		|  	| F-1 Grand Prix					| 		| 1991	| Video System C| Miscellaneous	| 					|
| f1gpb		| D NW	| F-1 Grand Prix (Playmark bootleg)			| f1gp		| 1991	| [Video System | Miscellaneous	| 					|
| f1gp2		|  	| F-1 Grand Prix Part II				| 		| 1992	| Video System C| Miscellaneous	| 					|
| fxa		|  	| F-X (alternate set)					| srdmissn	| 1986	| bootleg	| Kyugo		| 					|
| fx		|  	| F-X							| srdmissn	| 1986	| bootleg	| Kyugo		| 					|
| fncywld	|  	| Fancy World - Earth of Crisis				| 		| 1996	| Unico		| Miscellaneous	| 					|
| fantasiaa	|  	| Fantasia (940307 PCB)					| fantasia	| 1994	| Comad / New Ja| Miscellaneous	| 					|
| fantasia	|  	| Fantasia (940429 PCB)					| 		| 1994	| Comad / New Ja| Miscellaneous	| 					|
| fantsia2	|  	| Fantasia II (Explicit)				| 		| 1997	| Comad		| Miscellaneous	| 					|
| fantsia2a	|  	| Fantasia II (Less Explicit)				| fantsia2	| 1997	| Comad		| Miscellaneous	| 					|
| fantastc	|  	| Fantastic						| 		| 198?	| Taito do Brasi| Galaxian	| 					|
| fantsy95	|  	| Fantasy '95						| 		| 1995	| Hi-max Technol| Miscellaneous	| 					|
| fantzonep	|  	| Fantasy Zone (317-5000)				| fantzone	| 1986	| Sega		| System 16A	| 					|
| fantzone	|  	| Fantasy Zone (Rev A, unprotected)			| 		| 1986	| Sega		| System 16A	| 					|
| fantzone1	|  	| Fantasy Zone (unprotected)				| fantzone	| 1986	| Sega		| System 16A	| 					|
| fantzn2x	|  	| Fantasy Zone II - The Tears of Opa-Opa (System 16C)	| 		| 2008	| Sega / M2	| System 16C	| 					|
| fantzn2xp	|  	| Fantasy Zone II - The Tears of Opa-Opa (System 16C, pr| fantzn2x	| 2008	| Sega / M2	| System 16C	| 					|
| fantzn2xps2	|  	| Fantasy Zone II - The Tears of Opa-Opa (System 16C, PS| fantzn2x	| 2008	| Sega / M2	| System 16C	| 					|
| fantznta	|  	| Fantasy Zone Time Attack (System 16B, PS2 data file)	| fantzn2x	| 2008	| Sega		| System 16B	| 					|
| fantazia	|  	| Fantazia (bootleg?)					| mooncrst	| 1980	| SubElectro	| Galaxian	| 					|
| farmer	|  	| Farmers Rebellion					| ikki		| 1985	| Sun Electronic| Miscellaneous	| 					|
| feversos	|  	| Fever SOS (International, ver. 98/09/25)		| 		| 1998	| Cave / Nihon S| Cave		| 					|
| fghtbskt	|  	| Fighting Basketball					| 		| 1984	| Paradise Co. L| M63		| 					|
| ffantasy	|  	| Fighting Fantasy (Japan revision 2)			| hippodrm	| 1989	| Data East Corp| DEC0		| 					|
| ffantasya	|  	| Fighting Fantasy (Japan)				| hippodrm	| 1989	| Data East Corp| DEC0		| 					|
| finalbj	|  	| Final Blow (Japan)					| finalb	| 1988	| Taito Corporat| Taito-F2	| 					|
| finalbu	|  	| Final Blow (US)					| finalb	| 1988	| Taito America | Taito-F2	| 					|
| finalb	|  	| Final Blow (World)					| 		| 1988	| Taito Corporat| Taito-F2	| 					|
| fstarfrcj	|  	| Final Star Force (Japan)				| fstarfrc	| 1992	| Tecmo		| Miscellaneous	| 					|
| fstarfrc	|  	| Final Star Force (US)					| 		| 1992	| Tecmo		| Miscellaneous	| 					|
| finalttr	|  	| Final Tetris						| 		| 1993	| Jeil Computer | Kaneko Pandora| 					|
| firehawk	|  	| Fire Hawk						| 		| 2001	| ESD		| NMK16		| 					|
| fireshrkd	|  	| Fire Shark (Korea, set 1, easier)			| fireshrk	| 1990	| Toaplan (Dooyo| Toaplan BCU-2 | No sound				|
| fireshrkdh	|  	| Fire Shark (Korea, set 2, harder)			| fireshrk	| 1990	| Toaplan (Dooyo| Toaplan BCU-2 | No sound				|
| fireshrk	|  	| Fire Shark						| 		| 1990	| Toaplan	| Toaplan BCU-2 | No sound				|
| fixeight	|  	| FixEight (Europe)					| 		| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightt	|  	| FixEight (Europe, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighth	|  	| FixEight (Hong Kong)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightht	|  	| FixEight (Hong Kong, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightj	|  	| FixEight (Japan)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightjt	|  	| FixEight (Japan, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightk	|  	| FixEight (Korea)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightkt	|  	| FixEight (Korea, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighta	|  	| FixEight (Southeast Asia)				| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightat	|  	| FixEight (Southeast Asia, Taito license)		| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighttw	|  	| FixEight (Taiwan)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeighttwt	|  	| FixEight (Taiwan, Taito license)			| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightu	|  	| FixEight (USA)					| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fixeightut	|  	| FixEight (USA, Taito license)				| fixeight	| 1992	| Toaplan	| Toaplan GP9001| 					|
| fpointbj	|  	| Flash Point (Japan, bootleg)				| fpoint	| 1989	| bootleg	| System 16B	| 					|
| fpoint1	|  	| Flash Point (set 1, Japan, FD1094 317-0127A)		| fpoint	| 1989	| Sega		| System 16B	| 					|
| fpoint	|  	| Flash Point (set 2, Japan, FD1094 317-0127A)		| 		| 1989	| Sega		| System 16B	| 					|
| fpointbl	|  	| Flash Point (World, bootleg)				| fpoint	| 1989	| bootleg	| System 16B	| 					|
| flashgal	|  	| Flashgal (set 1)					| 		| 1985	| Sega		| Kyugo		| 					|
| flashgala	|  	| Flashgal (set 2)					| flashgal	| 1985	| Sega		| Kyugo		| 					|
| flicky	|  	| Flicky (128k Version, System 2, 315-5051)		| 		| 1984	| Sega		| System 1	| 					|
| flickyg	|  	| Flicky (128k Version, System 2, 315-5051, alt graphics| flicky	| 1984	| Sega		| System 1	| 					|
| flickys2	|  	| Flicky (128k Version, System 2, not encrypted)	| flicky	| 1984	| Sega		| System 1	| 					|
| flickys2g	|  	| Flicky (128k Version, System 2, not encrypted, alt gra| flicky	| 1984	| Sega		| System 1	| 					|
| flickyo	|  	| Flicky (64k Version, System 1, 315-5051, set 1)	| flicky	| 1984	| Sega		| System 1	| 					|
| flickys1	|  	| Flicky (64k Version, System 1, 315-5051, set 2)	| flicky	| 1984	| Sega		| System 1	| 					|
| footchmp	|  	| Football Champ (World)				| 		| 1990	| Taito Corporat| Taito-F2	| 					|
| freeze	|  	| Freeze						| 		| 1984	| Cinematronics	| Jack the Giant| 					|
| frogf		|  	| Frog (Falcon bootleg)					| frogger	| 1981	| bootleg	| Galaxian	| 					|
| frogg		|  	| Frog (Galaxian hardware)				| frogger	| 1981	| bootleg	| Galaxian	| 					|
| froggers	|  	| Frog							| frogger	| 1981	| bootleg	| Galaxian	| 					|
| pgmfrog	|  	| Frog Feast (PGM)					| 		| 2006	| RasterSoft	| PolyGameMaster| 					|
| frogger	|  	| Frogger						| 		| 1981	| Konami	| Galaxian	| 					|
| froggermc	|  	| Frogger (Moon Cresta hardware)			| frogger	| 1981	| Konami (Sega l| Galaxian	| No Sound				|
| froggrs	|  	| Frogger (Scramble hardware)				| frogger	| 1981	| Coin Music	| Galaxian	| 					|
| froggers1	|  	| Frogger (Sega set 1)					| frogger	| 1981	| Konami (Sega l| Galaxian	| 					|
| froggers2	|  	| Frogger (Sega set 2)					| frogger	| 1981	| Konami (Sega l| Galaxian	| 					|
| fullthrl	|  	| Full Throttle (Japan)					| topspeed	| 1987	| Taito Corporat| Taito Misc	| 					|
| funkybee	|  	| Funky Bee						| 		| 1982	| Orca		| Miscellaneous	| 					|
| funkybeeb	|  	| Funky Bee (bootleg, harder)				| funkybee	| 1982	| bootleg	| Miscellaneous	| 					|
| fnkyfish	|  	| Funky Fish						| 		| 1981	| Sun Electronic| Kangaroo	| 					|
| funkyjetj	|  	| Funky Jet (Japan)					| funkyjet	| 1992	| Data East Corp| DECO IC16	| 					|
| funkyjet	|  	| Funky Jet (World)					| 		| 1992	| [Data East] (M| DECO IC16	| 					|
| funybubl	|  	| Funny Bubble						| 		| 1999	| In Chang Elect| misc		| 					|
| funybublc	|  	| Funny Bubble (Comad version)				| funybubl	| 1999	| Comad Industry| misc		| 					|
| gloc		|  	| G-LOC Air Battle (US)					| 		| 1990	| Sega		| Y-Board	| 					|
| glocr360	|  	| G-LOC R360						| gloc		| 1990	| Sega		| Y-Board	| 					|
| gaia		|  	| Gaia Crusaders					| 		| 1999	| Noise Factory	| Cave		| 					|
| galagamf	|  	| Galaga (Midway set 1 with fast shoot hack)		| galaga	| 1981	| Namco (Midway | Miscellaneous	| 					|
| galagamw	|  	| Galaga (Midway set 1)					| galaga	| 1981	| Namco (Midway | Miscellaneous	| 					|
| galagamk	|  	| Galaga (Midway set 2)					| galaga	| 1981	| Namco (Midway | Miscellaneous	| 					|
| galaga	|  	| Galaga (Namco rev. B)					| 		| 1981	| Namco		| Miscellaneous	| 					|
| galagao	|  	| Galaga (Namco)					| galaga	| 1981	| Namco		| Miscellaneous	| 					|
| galaxbsf	|  	| Galaxian (bootleg)					| galaxian	| 1979	| bootleg	| Galaxian	| 					|
| galaxianm	|  	| Galaxian (Midway set 1)				| galaxian	| 1979	| Namco (Midway | Galaxian	| 					|
| galaxianmo	|  	| Galaxian (Midway set 2)				| galaxian	| 1979	| Namco (Midway | Galaxian	| 					|
| galaxian	|  	| Galaxian (Namco set 1)				| 		| 1979	| Namco		| Galaxian	| 					|
| galaxiana	|  	| Galaxian (Namco set 2)				| galaxian	| 1979	| Namco		| Galaxian	| 					|
| galaxiant	|  	| Galaxian (Taito)					| galaxian	| 1979	| Namco (Taito l| Galaxian	| 					|
| galap4	|  	| Galaxian Part 4 (hack)				| galaxian	| 1979	| G.G.I		| Galaxian	| 					|
| galapx	|  	| Galaxian Part X (moonaln hack)			| galaxian	| 1979	| hack		| Galaxian	| 					|
| tst_galx	|  	| Galaxian Test ROM					| galaxian	| 1979	| Test ROM	| Galaxian	| 					|
| galturbo	|  	| Galaxian Turbo (superg hack)				| galaxian	| 1979	| hack		| Galaxian	| 					|
| galemp	|  	| Galaxy Empire (bootleg?)				| uniwars	| 1980	| bootleg (Taito| Galaxian	| 					|
| gforce2	|  	| Galaxy Force 2					| 		| 1988	| Sega		| Y-Board	| 					|
| gforce2j	|  	| Galaxy Force 2 (Japan)				| gforce2	| 1988	| Sega		| Y-Board	| 					|
| gforce2ja	|  	| Galaxy Force 2 (Japan, Rev A)				| gforce2	| 1988	| Sega		| Y-Board	| 					|
| gallag	|  	| Gallag						| galaga	| 1981	| bootleg	| Miscellaneous	| 					|
| gallop	|  	| Gallop - Armed police Unit (Japan)			| cosmccop	| 1991	| Irem		| M72		| 					|
| galmedes	|  	| Galmedes (Japan)					| 		| 1992	| Visco		| Taito Misc	| 					|
| galhustl	|  	| Gals Hustler						| 		| 1997	| ACE Internatio| Miscellaneous	| 					|
| galpanic	|  	| Gals Panic (Unprotected)				| 		| 1990	| Kaneko	| Miscellaneous	| 					|
| galspnbl	|  	| Gals Pinball						| 		| 1996	| Comad		| Miscellaneous	| 					|
| ginkun	|  	| Ganbare Ginkun					| 		| 1995	| Tecmo		| Miscellaneous	| Imperfect GFX				|
| gangonta	|  	| Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II (J| prtytime	| 1995	| Mitchell	| Simple 156	| 					|
| gbusters	|  	| Gang Busters (set 1)					| 		| 1988	| Konami	| GX878		| 					|
| gbustersa	|  	| Gang Busters (set 2)					| gbusters	| 1988	| Konami	| GX878		| 					|
| gardia	|  	| Gardia (317-0006)					| 		| 1986	| Sega / Corelan| System 1	| 					|
| gardiab	| D NW	| Gardia (317-0007?, bootleg)				| gardia	| 1986	| Sega / Corelan| System 1	| 					|
| garogun	|  	| Garogun Seroyang (Korea)				| 		| 2000	| Yun Sung	| Miscellaneous	| 					|
| garuka	|  	| Garuka (Japan ver. W)					| devstors	| 1988	| Konami	| GX890		| 					|
| garyoret	|  	| Garyo Retsuden (Japan)				| 		| 1987	| Data East Corp| DEC8		| 					|
| gatedoom1	|  	| Gate of Doom (US revision 1)				| darkseal	| 1990	| Data East Corp| DECO IC16	| 					|
| gatedoom	|  	| Gate of Doom (US revision 4)				| darkseal	| 1990	| Data East Corp| DECO IC16	| 					|
| gauntlet2pg1	|  	| Gauntlet (2 Players, German, rev 1)			| gauntlet	| 1985	| Atari Games	| Atari Gauntlet| 					|
| gauntlet2pg	|  	| Gauntlet (2 Players, German, rev 4)			| gauntlet	| 1985	| Atari Games	| Atari Gauntlet| 					|
| gauntlet2pj2	|  	| Gauntlet (2 Players, Japanese rev 2)			| gauntlet	| 1985	| Atari Games	| Atari Gauntlet| 					|
| gauntlet2pj	|  	| Gauntlet (2 Players, Japanese, rev 5)			| gauntlet	| 1985	| Atari Games	| Atari Gauntlet| 					|
| gauntlet2pr3	|  	| Gauntlet (2 Players, rev 3)				| gauntlet	| 1985	| Atari Games	| Atari Gauntlet| 					|
